id,,Класс,Регион,Задача 1,Задача 2,Задача 3,Задача 4,Задача 5,Сумма,Статус
1864,8,Новосибирская 7,,7,7,5,0,26,Призёр_3
12584,8,Новосибирская 7,,7,7,5,0,26,Призёр_3
13920,8,Иркутская 7,,7,7,5,0,26,Призёр_3
19679,8,Новосибирская 7,,7,7,5,0,26,Призёр_3
3760,8,Мордовия 7,,7,7,4,0,25,Призёр_3
9455,8,Новосибирская 7,,7,7,2,2,25,Призёр_3
16361,8,Московская 7,,7,0,4,7,25,Призёр_3
18795,8,Новосибирская 7,,7,7,0,4,25,Призёр_3
1656,8,Тюменская 7,,3,7,0,7,24,Призёр_3
5098,8,Омская 7,,7,7,1,2,24,Призёр_3
6064,8,Кемеровская область - Кузбасс 7,,7,6,2,2,24,Призёр_3
20668,8,Иркутская 7,,7,7,0,3,24,Призёр_3
23316,8,Новосибирская 7,,7,0,7,3,24,Призёр_3
439,8,Хакасия 7,,7,7,0,2,23,Участник
2581,8,Краснодарский 7,,7,7,2,0,23,Участник
3207,8,Воронежская 7,,7,7,0,2,23,Участник
3523,8,Мордовия 7,,7,7,0,2,23,Участник
3607,8,Краснодарский 7,,3,7,0,6,23,Участник
3651,8,Сахалинская 7,,7,7,2,0,23,Участник
3878,8,Мордовия 0,,7,7,2,7,23,Участник
4883,8,Новосибирская 7,,7,7,2,0,23,Участник
6667,8,Пензенская 7,,7,7,2,0,23,Участник
6815,8,Пензенская 7,,7,7,2,0,23,Участник
9285,8,Алтайский 7,,7,7,2,0,23,Участник
9986,8,Тюменская 7,,7,0,2,7,23,Участник
11081,8,Воронежская 7,,7,7,2,0,23,Участник
11591,8,Челябинская 7,,7,0,2,7,23,Участник
11644,8,Тюменская 7,,7,7,2,0,23,Участник
17187,8,Москва 7,,7,7,0,2,23,Участник
18581,8,Республика Казахстан 7,,7,7,2,0,23,Участник
25600,8,Челябинская 7,,7,0,2,7,23,Участник
28921,8,Тюменская 7,,7,0,2,7,23,Участник
31972,8,Красноярский 7,,7,7,2,0,23,Участник
32673,8,Хабаровский 7,,7,0,2,7,23,Участник
2258,8,Московская 0,,7,6,2,7,22,Участник
3799,8,Алтайский 7,,7,6,2,0,22,Участник
19632,8,Мордовия 7,,6,0,2,7,22,Участник
21100,8,Бурятия 0,,7,6,2,7,22,Участник
139,8,Новосибирская 0,,7,7,7,0,21,Участник
1568,8,Тюменская 7,,7,7,0,0,21,Участник
2781,8,Новосибирская 7,,7,7,0,0,21,Участник
3061,8,Краснодарский 7,,7,7,0,0,21,Участник
4087,8,Новосибирская 7,,2,7,5,0,21,Участник
4420,8,Алтайский 7,,7,7,0,0,21,Участник
4998,8,Новосибирская 7,,7,7,0,0,21,Участник
5004,8,Ханты-Мансийский Автономный округ7 - Югра,,7,7,0,0,21,Участник
6039,8,Новосибирская 7,,7,0,0,7,21,Участник
6318,8,Тюменская 7,,7,7,0,0,21,Участник
6461,8,Москва 7,,7,0,0,7,21,Участник
6552,8,Московская 7,,7,7,0,0,21,Участник
6986,8,Новосибирская 7,,7,7,0,0,21,Участник
7295,8,Курганская 7,,7,0,0,7,21,Участник
7526,8,Пензенская 7,,7,7,0,0,21,Участник
7713,8,Новосибирская 7,,7,7,0,0,21,Участник
8272,8,Новосибирская 7,,7,7,0,0,21,Участник
8953,8,Иркутская 7,,7,0,0,7,21,Участник
9546,8,Саха /Якутия/ 7,,7,7,0,0,21,Участник
9742,8,Новосибирская 7,,7,7,0,0,21,Участник
10452,8,Томская 7,,7,7,0,0,21,Участник
12226,8,Новосибирская 7,,7,7,0,0,21,Участник
14523,8,Алтайский 7,,7,7,0,0,21,Участник
14753,8,Новосибирская 7,,7,0,0,7,21,Участник
17616,8,Новосибирская 7,,7,7,0,0,21,Участник
17958,8,Челябинская 7,,7,7,0,0,21,Участник
18432,8,Иркутская 7,,7,7,0,0,21,Участник
20019,8,Челябинская 7,,7,7,0,0,21,Участник
22301,8,Новосибирская 7,,7,7,0,0,21,Участник
23141,8,Ямало-Ненецкий 7,,7,7,0,0,21,Участник
23353,8,Саратовская 7,,7,7,0,0,21,Участник
24000,8,Свердловская 7,,7,7,0,0,21,Участник
29340,8,Алтайский 7,,7,0,0,7,21,Участник
32899,8,Курганская 7,,7,7,0,0,21,Участник
4203,8,Мордовия 7,,7,6,0,0,20,Участник
9030,8,Новосибирская 7,,6,7,0,0,20,Участник
28851,8,Байконур 7,,6,0,0,7,20,Участник
5312,8,Вологодская,7,3,7,2,0,19,Участник
13290,8,Алтайский,7,2,7,1,2,19,Участник
14851,8,Алтайский,7,5,7,0,0,19,Участник
9398,8,Кемеровская область - Кузбасс,7,7,0,2,2,18,Участник
14691,8,Алтайский,0,7,7,2,2,18,Участник
16975,8,Иркутская,7,7,2,2,0,18,Участник
22262,8,Алтайский,7,2,7,2,0,18,Участник
2120,8,Приморский,7,7,1,2,0,17,Участник
2561,8,Московская,3,7,7,0,0,17,Участник
2816,8,Краснодарский,7,7,1,2,0,17,Участник
