"user_id Класс Регион                          Площадка, этап 1    score_1 score_2 score_3 score_4 score_5 Баллы, 1 этап     Статус"
"3751   9   Бурятия           Online (из дома)    100.00   0.00   100.00   26.00   0.00    226   Призёр"
"15572   9   Ульяновская       Online (из дома)    100.00   0.00   100.00   25.00   0.00    225   Призёр"
"4947   9   Пензенская        Online (из дома)    100.00   0.00   100.00   19.00   4.00    223   Призёр"
"10199   9   Ростовская        Online (из дома)    100.00   0.00   100.00   18.00   0.00    218   Призёр"
"2277   9   Москва            Online (из дома)    100.00   0.00   100.00   7.00    4.00    211   Призёр"
"3713   9   Новосибирская     Online (из дома)    100.00   0.00   100.00   9.00    0.00    209   Призёр"
"8600   9   Ульяновская       Online (из дома)     96.00   0.00   100.00   13.00   0.00    209   Призёр"
"8107   9   Татарстан         Online (из дома)    100.00   0.00   100.00   8.00    0.00    208   Призёр"
"11522   9   Московская        Online (из дома)    100.00   0.00   100.00   4.00    4.00    208   Призёр"
"11839   9   Санкт-Петербург   Online (из дома)    100.00   0.00   100.00   5.00    0.00    205   Призёр"
"2730   9   Краснодарский     Online (из дома)    100.00   0.00   100.00   0.00    4.00    204   Призёр"
""
"Page 9"
"11949   9   Москва                 Online (из дома)     100.00   0.00   100.00   0.00    4.00    204   Призёр"
